0.628319 0.541042
1.25664 0.857294
1.88496 0.955266
2.51327 0.936257
3.14159 0.872912
3.76991 0.798956
4.39823 0.727888
5.02655 0.663732
5.65487 0.607431
6.28319 0.558253
6.9115 0.515479
7.53982 0.478015
8.16814 0.445185
8.79646 0.416135
9.42478 0.390406
10.0531 0.367383
10.6814 0.346778
11.3097 0.328146
11.9381 0.311315
12.5664 0.295953
13.1947 0.281962
13.823 0.269088
14.4513 0.257278
15.0796 0.246334
15.708 0.236232
16.3363 0.226811
16.9646 0.218069
17.5929 0.20987
18.2212 0.202225
18.8496 0.195021
19.4779 0.188274
20.1062 0.181888
20.7345 0.175886
21.3628 0.170182
21.9911 0.164803
22.6195 0.159672
23.2478 0.154819
23.8761 0.150175
24.5044 0.14577
25.1327 0.141542
25.7611 0.137522
26.3894 0.133653
27.0177 0.129966
27.646 0.126408
28.2743 0.123011
28.9027 0.119725
29.531 0.11658
30.1593 0.113533
30.7876 0.110612
31.4159 0.107775
32.0442 0.10505
32.6726 0.1024
33.3009 0.0998503
33.9292 0.0973657
34.5575 0.0949721
35.1858 0.0926357
35.8142 0.0903817
36.4425 0.0881782
37.0708 0.0860495
37.6991 0.0839655
38.3274 0.0819497
38.9557 0.0799736
39.5841 0.0780597
40.2124 0.0761812
40.8407 0.0743596
41.469 0.0725696
42.0973 0.0708319
42.7257 0.0691223
43.354 0.0674609
43.9823 0.0658246
44.6106 0.0642327
45.2389 0.0626633
45.8673 0.0611348
46.4956 0.0596267
47.1239 0.0581563
47.7522 0.0567041
48.3805 0.0552868
49.0088 0.053886
49.6372 0.0525175
50.2655 0.0511638
50.8938 0.0498401
51.5221 0.0485297
52.1504 0.047247
52.7788 0.0459764
53.4071 0.0447314
54.0354 0.0434974
54.6637 0.0422872
55.292 0.0410867
55.9203 0.0399084
56.5487 0.0387389
57.177 0.0375899
57.8053 0.0364489
58.4336 0.0353267
59.0619 0.0342118
59.6903 0.0331144
60.3186 0.0320235
60.9469 0.0309486
61.5752 0.0298797
62.2035 0.0288256
62.8319 0.0277767
63.4602 0.0267415
64.0885 0.025711
64.7168 0.0246929
65.3451 0.0236791
65.9734 0.0226766
66.6018 0.0216779
67.2301 0.0206895
67.8584 0.0197045
68.4867 0.0187287
69.115 0.0177558
69.7434 0.0167913
70.3717 0.0158294
71 0.0148747
71.6283 0.0139224
72.2566 0.0129764
72.8849 0.0120324
73.5133 0.0110939
74.1416 0.010157
74.7699 0.00922477
75.3982 0.00829384
76.0265 0.00736668
76.6549 0.00644058
77.2832 0.00551738
77.9115 0.00459497
78.5398 0.00367463
79.1681 0.00275481
79.7965 0.00183623
